tokens,tags
"['5' 'resulted' 'from' 'embryos' 'with' 'a' 'large' 'amount' 'of'
 'exencephalic' 'tissue' 'at' 'E13' '.']",[0 0 0 0 0 0 0 0 0 2 0 0 0 0]
['5' '.'],[0 0]
"['Microscopic' 'observation' 'showed' 'the' 'configuration' 'of'
 'exencephaly' 'at' 'E13' '.']",[0 0 0 0 0 0 2 0 0 0]
"['5' ',' 'frequent' 'hemorrhaging' 'and' 'detachment' 'of' 'the' 'neural'
 'plate' 'from' 'surface' 'ectoderm' 'in' 'the' 'exencephalic' 'head' 'at'
 'E15' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0]
"['5' ',' 'and' 'multiple' 'modes' 'of' 'reduction' 'in' 'the'
 'exencephalic' 'tissue' 'at' 'E18' '.']",[0 0 0 0 0 0 0 0 0 2 0 0 0 0]
['5' '.'],[0 0]
"['From' 'observations' 'of' 'the' 'vasculature' ',' 'altered'
 'distribution' 'patterns' 'of' 'vessels' 'were' 'identified' 'in' 'the'
 'exencephalic' 'head' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0]
"['These' 'findings' 'suggest' 'that' 'overgrowth' 'of' 'the'
 'exencephalic' 'neural' 'tissue' 'causes' 'the' 'altered' 'distribution'
 'patterns' 'of' 'vessels' ',' 'subsequent' 'peripheral' 'circulatory'
 'failure' 'and' '/' 'or' 'hemorrhaging' 'in' 'various' 'parts' 'of' 'the'
 'exencephalic' 'head' ',' 'leading' 'to' 'the' 'multiple' 'modes' 'of'
 'tissue' 'reduction' 'during' 'transformation' 'from' 'exencephaly' 'to'
 'anencephaly']","[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 0 2]"
"['Acute' 'cocaine' '-' 'induced' 'seizures' ':' 'differential'
 'sensitivity' 'of' 'six' 'inbred' 'mouse' 'strains' '.']",[0 1 0 0 2 0 0 0 0 0 0 0 0 0]
"['Mature' 'male' 'and' 'female' 'mice' 'from' 'six' 'inbred' 'stains'
 'were' 'tested' 'for' 'susceptibility' 'to' 'behavioral' 'seizures'
 'induced' 'by' 'a' 'single' 'injection' 'of' 'cocaine' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0]
"['Cocaine' 'was' 'injected' 'ip' 'over' 'a' 'range' 'of' 'doses' '(' '50'
 '-' '100' 'mg' '/' 'kg' ')' 'and' 'behavior' 'was' 'monitored' 'for' '20'
 'minutes' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Seizure' 'end' 'points' 'included' 'latency' 'to' 'forelimb' 'or'
 'hindlimb' 'clonus' ',' 'latency' 'to' 'clonic' 'running' 'seizure' 'and'
 'latency' 'to' 'jumping' 'bouncing' 'seizure' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0]
"['A' 'range' 'of' 'strain' 'specific' 'sensitivities' 'was' 'documented'
 'with' 'A' '/' 'J' 'and' 'SJL' 'mice' 'being' 'most' 'sensitive' 'and'
 'C57BL' '/' '6J' 'most' 'resistant' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['DBA' '/' '2J' ',' 'BALB' '/' 'cByJ' 'and' 'NZW' '/' 'LacJ' 'strains'
 'exhibited' 'intermediate' 'sensitivity' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['EEG' 'recordings' 'were' 'made' 'in' 'SJL' ',' 'A' '/' 'J' 'and' 'C57BL'
 '/' '6J' 'mice' 'revealing' 'a' 'close' 'correspondence' 'between'
 'electrical' 'activity' 'and' 'behavior' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Additionally' ',' 'levels' 'of' 'cocaine' 'determined' 'in'
 'hippocampus' 'and' 'cortex' 'were' 'not' 'different' 'between'
 'sensitive' 'and' 'resistant' 'strains' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Additional' 'studies' 'of' 'these' 'murine' 'strains' 'may' 'be'
 'useful' 'for' 'investigating' 'genetic' 'influences' 'on' 'cocaine' '-'
 'induced' 'seizures']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2]
"['Microangiopathic' 'hemolytic' 'anemia' 'complicating' 'FK506' '('
 'tacrolimus' ')' 'therapy' '.']",[2 3 3 0 1 0 1 0 0 0]
"['We' 'describe' '3' 'episodes' 'of' 'microangiopathic' 'hemolytic'
 'anemia' '(' 'MAHA' ')' 'in' '2' 'solid' 'organ' 'recipients' 'under'
 'FK506' '(' 'tacrolimus' ')' 'therapy' '.']",[0 0 0 0 0 2 3 3 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0]
"['In' 'both' 'cases' ',' 'discontinuation' 'of' 'FK506' 'and' 'treatment'
 'with' 'plasma' 'exchange' ',' 'fresh' 'frozen' 'plasma' 'replacement'
 ',' 'corticosteroids' ',' 'aspirin' ',' 'and' 'dipyridamole' 'led' 'to'
 'resolution' 'of' 'MAHA' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2 0]
"['In' 'one' 'patient' ',' 'reintroduction' 'of' 'FK506' 'led' 'to' 'rapid'
 'recurrence' 'of' 'MAHA' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 2 0]
"['FK506' '-' 'associated' 'MAHA' 'is' 'probably' 'rare' 'but' 'physicians'
 'must' 'be' 'aware' 'of' 'this' 'severe' 'complication' '.']",[1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['In' 'our' 'experience' 'and' 'according' 'to' 'the' 'literature' ','
 'FK506' 'does' 'not' 'seem' 'to' 'cross' '-' 'react' 'with' 'cyclosporin'
 'A' '(' 'CyA' '),' 'an' 'immuno' '-' 'suppressive' 'drug' 'already'
 'known' 'to' 'induce' 'MAHA']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 4 0 1 0 0 0 0 0 0 0 0 0 0 2]
['Variant' 'ventricular' 'tachycardia' 'in' 'desipramine' 'toxicity' '.'],[0 2 3 0 1 2 0]
"['We' 'report' 'a' 'case' 'of' 'variant' 'ventricular' 'tachycardia'
 'induced' 'by' 'desipramine' 'toxicity' '.']",[0 0 0 0 0 0 2 3 0 0 1 2 0]
"['Unusual' 'features' 'of' 'the' 'arrhythmia' 'are' 'repetitive' 'group'
 'beating' ',' 'progressive' 'shortening' 'of' 'the' 'R' '-' 'R'
 'interval' ',' 'progressive' 'widening' 'of' 'the' 'QRS' 'complex' 'with'
 'eventual' 'failure' 'of' 'intraventricular' 'conduction' ',' 'and'
 'changes' 'in' 'direction' 'of' 'the' 'QRS' 'axis' '.']","[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
"['Recognition' 'of' 'variant' 'ventricular' 'tachycardia' 'is' 'important'
 'because' 'therapy' 'differs' 'from' 'that' 'of' 'classic' 'ventricular'
 'tachycardia']",[0 0 0 2 3 0 0 0 0 0 0 0 0 0 2 3]
"['Desipramine' '-' 'induced' 'delirium' 'at' '""' 'subtherapeutic' '""'
 'concentrations' ':' 'a' 'case' 'report' '.']",[1 0 0 2 0 0 0 0 0 0 0 0 0 0]
"['An' 'elderly' 'patient' 'treated' 'with' 'low' 'dose' 'Desipramine'
 'developed' 'a' 'delirium' 'while' 'her' 'plasma' 'level' 'was' 'in'
 'the' '""' 'subtherapeutic' '""' 'range' '.']",[0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0]
"['Delirium' ',' 'which' 'may' 'be' 'induced' 'by' 'tricyclic' 'drug'
 'therapy' 'in' 'the' 'elderly' ',' 'can' 'be' 'caused' 'by' 'tricyclics'
 'with' 'low' 'anticholinergic' 'potency' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Therapeutic' 'ranges' 'for' 'antidepressants'],[0 0 0 1]
"['Mouse' 'strain' '-' 'dependent' 'effect' 'of' 'amantadine' 'on'
 'motility' 'and' 'brain' 'biogenic' 'amines' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 1 0]
"['The' 'effect' 'of' 'amantadine' 'hydrochloride' ',' 'injected' 'i' '.']",[0 0 0 1 4 0 0 0 0]
['p' '.'],[0 0]
"['in' '6' 'increments' 'of' '100' 'mg' '/' 'kg' 'each' 'over' '30' 'hr'
 ',' 'on' 'mouse' 'motility' 'and' 'whole' 'brain' 'content' 'of'
 'selected' 'biogenic' 'amines' 'and' 'major' 'metabolites' 'was'
 'studied' 'in' '4' 'strains' 'of' 'mice' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
"['These' 'were' 'the' 'albino' 'Sprague' '-' 'Dawley' 'ICR' 'and' 'BALB'
 '/' 'C' ',' 'the' 'black' 'C57BL' '/' '6' 'and' 'the' 'brown' 'CDF' '-'
 'I' 'mouse' 'strains' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Amantadine' 'treatment' 'produced' 'a' 'biphasic' 'effect' 'on' 'mouse'
 'motility' '.']",[1 0 0 0 0 0 0 0 0 0]
"['The' 'initial' 'dose' 'of' 'amantadine' 'depressed' 'locomotor'
 'activity' 'in' 'all' 'mouse' 'strains' 'studied' 'with' 'the' 'BALB' '/'
 'C' 'mice' 'being' 'the' 'most' 'sensitive' '.']",[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Subsequent' 'amantadine' 'treatments' 'produced' 'enhancement' 'of'
 'motility' 'from' 'corresponding' 'control' 'in' 'all' 'mouse' 'strains'
 'with' 'the' 'BALB' '/' 'C' 'mice' 'being' 'the' 'least' 'sensitive' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'locomotor' 'activity' 'was' 'decreased' 'from' 'corresponding'
 'controls' 'in' 'all' 'strains' 'studied' ',' 'except' 'for' 'the' 'ICR'
 'mice' ',' 'during' 'an' 'overnight' 'drug' '-' 'free' 'period'
 'following' 'the' 'fourth' 'amantadine' 'treatment' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
"['Readministration' 'of' 'amantadine' ',' 'after' 'a' 'drug' '-' 'free'
 'overnight' 'period' ',' 'increased' 'motility' 'from' 'respective'
 'saline' 'control' 'in' 'all' 'strains' 'with' 'exception' 'of' 'the'
 'BALB' '/' 'C' 'mice' 'where' 'suppression' 'of' 'motility' 'occurred'
 '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3 0 0]
"['Treatment' 'with' 'amantadine' 'did' 'not' 'alter' 'whole' 'brain'
 'dopamine' 'levels' 'but' 'decreased' 'the' 'amounts' 'of'
 '3,4-dihydroxyphenylacetic' 'acid' 'in' 'the' 'BALB' '/' 'C' 'mice'
 'compared' 'to' 'saline' 'control' '.']",[0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0]
"['Conversely' ',' 'brain' 'normetanephrine' 'concentration' 'was'
 'increased' 'from' 'saline' 'control' 'by' 'amantadine' 'in' 'the' 'BALB'
 '/' 'C' 'mice' '.']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
"['The' 'results' 'suggest' 'a' 'strain' '-' 'dependent' 'effect' 'of'
 'amantadine' 'on' 'motility' 'and' 'indicate' 'a' 'differential'
 'response' 'to' 'the' 'acute' 'and' 'multiple' 'dose' 'regimens' 'used'
 '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'BALB' '/' 'C' 'mouse' 'was' 'the' 'most' 'sensitive' 'strain'
 'and' 'could' 'serve' 'as' 'the' 'strain' 'of' 'choice' 'for'
 'evaluating' 'the' 'side' 'effects' 'of' 'amantadine' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
"['The' 'biochemical' 'results' 'of' 'brain' 'biogenic' 'amines' 'of'
 'BALB' '/' 'C' 'mouse' 'strain' 'suggest' 'a' 'probable' 'decrease' 'of'
 'catecholamine' 'turnover' 'rate' 'and' '/' 'or' 'metabolism' 'by'
 'monoamine' 'oxidase' 'and' 'a' 'resulting' 'increase' 'in' 'O' '-'
 'methylation' 'of' 'norepinephrine' 'which' 'may' 'account' 'for' 'a'
 'behavioral' 'depression' 'caused' 'by' 'amantadine']","[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 2 3 0 0 1]"
"['No' 'enhancement' 'by' 'phenobarbital' 'of' 'the'
 'hepatocarcinogenicity' 'of' 'a' 'choline' '-' 'devoid' 'diet' 'in' 'the'
 'rat' '.']",[0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
"['An' 'experiment' 'was' 'performed' 'to' 'test' 'whether' 'inclusion'
 'of' 'phenobarbital' 'in' 'a' 'choline' '-' 'devoid' 'diet' 'would'
 'increase' 'the' 'hepatocarcinogenicity' 'of' 'the' 'diet' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
"['Groups' 'of' '5' '-' 'week' 'old' 'male' 'Fischer' '-' '344' 'rats'
 'were' 'fed' 'for' '7' '-' '25' 'months' 'semipurified' 'choline' '-'
 'devoid' 'or' 'choline' '-' 'supplemented' 'diets' ',' 'containing' 'or'
 'not' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
['06' '%' 'phenobarbital' '.'],[0 0 1 0]
"['No' 'hepatic' 'preneoplastic' 'nodules' 'or' 'hepatocellular'
 'carcinomas' 'developed' 'in' 'rats' 'fed' 'the' 'plain' 'choline' '-'
 'supplemented' 'diet' ',' 'while' 'one' 'preneoplastic' 'nodule' 'and'
 'one' 'hepatocellular' 'carcinoma' 'developed' 'in' 'two' 'rats' 'fed'
 'the' 'same' 'diet' 'containing' 'phenobarbital' '.']",[0 0 0 0 0 2 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 1 0]
"['The' 'incidence' 'of' 'preneoplastic' 'nodules' 'and' 'of'
 'hepatocellular' 'carcinomas' 'was' '10' '%' 'and' '37' '%,'
 'respectively' ',' 'in' 'rats' 'fed' 'the' 'plain' 'choline' '-' 'devoid'
 'diet' ',' 'and' '17' '%' 'and' '30' '%,' 'in' 'rats' 'fed' 'the'
 'phenobarbital' '-' 'containing' 'choline' '-' 'devoid' 'diet' '.']","[0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 1 0 0 0 0]"
"['The' 'results' 'evinced' 'no' 'enhancement' 'of' 'the'
 'hepatocarcinogenicity' 'of' 'the' 'choline' '-' 'devoid' 'diet' 'by'
 'phenobarbital']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
"['Effect' 'of' 'direct' 'intracoronary' 'administration' 'of'
 'methylergonovine' 'in' 'patients' 'with' 'and' 'without' 'variant'
 'angina' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 2 3 0]
"['The' 'effects' 'of' 'intracoronary' 'administration' 'of'
 'methylergonovine' 'were' 'studied' 'in' '21' 'patients' 'with' 'variant'
 'angina' 'and' '22' 'patients' 'with' 'atypical' 'chest' 'pain' 'and'
 'in' 'others' 'without' 'angina' 'pectoris' '(' 'control' 'group' ').'
 'Methylergonovine' 'was' 'administered' 'continuously' 'at' 'a' 'rate'
 'of' '10' 'micrograms' '/' 'min' 'up' 'to' '50' 'micrograms' '.']","[0 0 0 0 0 0 1 0 0 0 0 0 0 2 3 0 0 0 0 0 2 3 0 0 0 0 2 3 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
"['In' 'all' 'patients' 'with' 'variant' 'angina' ',' 'coronary' 'spasm'
 'was' 'provoked' 'at' 'a' 'mean' 'dose' 'of' '28' '+/-' '13' 'micrograms'
 '(' 'mean' '+/-' 'SD' ').' 'In' 'the' 'control' 'group' 'neither'
 'ischemic' 'ST' 'change' 'nor' 'localized' 'spasm' 'occurred' '.']","[0 0 0 0 2 3 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0]"
"['The' 'basal' 'tone' 'of' 'the' 'right' 'coronary' 'artery' 'was'
 'significantly' 'lower' 'than' 'that' 'of' 'the' 'left' 'coronary'
 'artery' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'percentage' 'of' 'vasoconstriction' 'of' 'the' 'right' 'coronary'
 'artery' 'was' 'significantly' 'higher' 'than' 'that' 'of' 'the' 'left'
 'coronary' 'artery' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['These' 'results' 'suggest' 'that' 'spasm' 'provocation' 'tests' ','
 'which' 'use' 'an' 'intracoronary' 'injection' 'of' 'a' 'relatively'
 'low' 'dose' 'of' 'methylergonovine' ',' 'have' 'a' 'high' 'sensitivity'
 'in' 'variant' 'angina']",[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 3]
"['Dobutamine' 'stress' 'echocardiography' ':' 'a' 'sensitive' 'indicator'
 'of' 'diminished' 'myocardial' 'function' 'in' 'asymptomatic'
 'doxorubicin' '-' 'treated' 'long' '-' 'term' 'survivors' 'of'
 'childhood' 'cancer' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0]
"['Doxorubicin' 'is' 'an' 'effective' 'anticancer' 'chemotherapeutic'
 'agent' 'known' 'to' 'cause' 'acute' 'and' 'chronic' 'cardiomyopathy' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['To' 'develop' 'a' 'more' 'sensitive' 'echocardiographic' 'screening'
 'test' 'for' 'cardiac' 'damage' 'due' 'to' 'doxorubicin' ',' 'a' 'cohort'
 'study' 'was' 'performed' 'using' 'dobutamine' 'infusion' 'to'
 'differentiate' 'asymptomatic' 'long' '-' 'term' 'survivors' 'of'
 'childhood' 'cancer' 'treated' 'with' 'doxorubicin' 'from' 'healthy'
 'control' 'subjects' '.']","[0 0 0 0 0 0 0 0 0 2 3 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
 0 0 0 0]"
"['Echocardiographic' 'data' 'from' 'the' 'experimental' 'group' 'of' '21'
 'patients' '(' 'mean' 'age' '16' '+/-' '5' 'years' ')' 'treated' 'from'
 '1' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['6' 'to' '14' '.'],[0 0 0 0]
['3' 'years' '(' 'median' '5' '.'],[0 0 0 0 0 0]
"['3' ')' 'before' 'this' 'study' 'with' '27' 'to' '532' 'mg' '/' 'm2' 'of'
 'doxorubicin' '(' 'mean' '196' ')' 'were' 'compared' 'with'
 'echocardiographic' 'data' 'from' '12' 'normal' 'age' '-' 'matched'
 'control' 'subjects' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Graded' 'dobutamine' 'infusions' 'of' '0' '.'],[0 1 0 0 0 0]
"['5' ',' '2' '.']",[0 0 0 0]
"['5' ',' '5' 'and' '10' 'micrograms' '/' 'kg' 'per' 'min' 'were'
 'administered' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Echocardiographic' 'Doppler' 'studies' 'were' 'performed' 'before'
 'infusion' 'and' 'after' '15' 'min' 'of' 'infusion' 'at' 'each' 'rate'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Dobutamine' 'infusion' 'at' '10' 'micrograms' '/' 'kg' 'per' 'min' 'was'
 'discontinued' 'after' 'six' 'studies' 'secondary' 'to' 'a' '50' '%'
 'incidence' 'rate' 'of' 'adverse' 'symptoms' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'most' 'important' 'findings' 'were' 'that' 'compared' 'with'
 'values' 'in' 'control' 'subjects' ',' 'end' '-' 'systolic' 'left'
 'ventricular' 'posterior' 'wall' 'dimension' 'and' 'percent' 'of' 'left'
 'ventricular' 'posterior' 'wall' 'thickening' 'in' 'doxorubicin' '-'
 'treated' 'patients' 'were' 'decreased' 'at' 'baseline' 'study' 'and'
 'these' 'findings' 'were' 'more' 'clearly' 'delineated' 'with'
 'dobutamine' 'stimulation' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0]"
"['End' '-' 'systolic' 'left' 'ventricular' 'posterior' 'wall' 'dimension'
 'at' 'baseline' 'for' 'the' 'doxorubicin' '-' 'treated' 'group' 'was'
 '11' '+/-' '1' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
['9' 'mm' 'versus' '13' '.'],[0 0 0 0 0]
['1' '+/-' '1' '.'],[0 0 0 0]
['5' 'mm' 'for' 'control' 'subjects' '(' 'p' 'less' 'than' '0' '.'],[0 0 0 0 0 0 0 0 0 0 0]
"['01' ').' 'End' '-' 'systolic' 'left' 'ventricular' 'posterior' 'wall'
 'dimension' 'at' 'the' '5' '-' 'micrograms' '/' 'kg' 'per' 'min'
 'dobutamine' 'infusion' 'for' 'the' 'doxorubicin']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1]
"['Effects' 'of' 'aminophylline' 'on' 'the' 'threshold' 'for' 'initiating'
 'ventricular' 'fibrillation' 'during' 'respiratory' 'failure' '.']",[0 0 1 0 0 0 0 0 2 3 0 2 3 0]
"['Cardiac' 'arrhythmias' 'have' 'frequently' 'been' 'reported' 'in'
 'association' 'with' 'respiratory' 'failure' '.']",[2 3 0 0 0 0 0 0 0 2 3 0]
"['The' 'possible' 'additive' 'role' 'of' 'pharmacologic' 'agents' 'in'
 'precipitating' 'cardiac' 'disturbances' 'in' 'patients' 'with'
 'respiratory' 'failure' 'has' 'only' 'recently' 'been' 'emphasized' '.']",[0 0 0 0 0 0 0 0 0 2 3 0 0 0 2 3 0 0 0 0 0 0]
"['The' 'effects' 'of' 'aminophylline' 'on' 'the' 'ventricular'
 'fibrillation' 'threshold' 'during' 'normal' 'acid' '-' 'base'
 'conditions' 'and' 'during' 'respiratory' 'failure' 'were' 'studied' 'in'
 'anesthetized' 'open' 'chest' 'dogs' '.']",[0 0 0 1 0 0 2 3 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0]
"['The' 'ventricular' 'fibrillation' 'threshold' 'was' 'measured' 'by'
 'passing' 'a' 'gated' 'train' 'of' '12' 'constant' 'current' 'pulses'
 'through' 'the' 'ventricular' 'myocardium' 'during' 'the' 'vulnerable'
 'period' 'of' 'the' 'cardiac' 'cycle' '.']",[0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['During' 'the' 'infusion' 'of' 'aminophylline' ',' 'the' 'ventricular'
 'fibrillation' 'threshold' 'was' 'reduced' 'by' '30' 'to' '40' 'percent'
 'of' 'the' 'control' 'when' 'pH' 'and' 'partial' 'pressures' 'of'
 'oxygen' '(' 'PO2' ')' 'and' 'carbon' 'dioxide' '(' 'CO2' ')' 'were'
 'kept' 'within' 'normal' 'limits' '.']","[0 0 0 0 1 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 4 0 1 0 0
 0 0 0 0 0]"
"['When' 'respiratory' 'failure' 'was' 'produced' 'by' 'hypoventilation'
 '(' 'pH' '7' '.']",[0 2 3 0 0 0 2 0 0 0 0]
['05' 'to' '7' '.'],[0 0 0 0]
"['25' ';' 'PC02' '70' 'to' '100' 'mm' 'Hg' ':' 'P02' '20' 'to' '40' 'mm'
 'Hg' '),' 'infusion' 'of' 'aminophylline' 'resulted' 'in' 'an' 'even'
 'greater' 'decrease' 'in' 'ventricular' 'fibrillation' 'threshold' 'to'
 '60' 'percent' 'of' 'the' 'control' 'level' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0]
"['These' 'experiments' 'suggest' 'that' 'although' 'many' 'factors' 'may'
 'contribute' 'to' 'the' 'increased' 'incidence' 'of' 'ventricular'
 'arrhythmias' 'in' 'respiratory' 'failure' ',' 'pharmacologic' 'agents'
 ',' 'particularly' 'aminophylline']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 2 3 0 0 0 0 0 1]
"['Case' 'report' ':' 'acute' 'unintentional' 'carbachol' 'intoxication'
 '.']",[0 0 0 0 0 1 0 0]
"['INTRODUCTION' ':' 'Intoxications' 'with' 'carbachol' ',' 'a'
 'muscarinic' 'cholinergic' 'receptor' 'agonist' 'are' 'rare' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0]
"['We' 'report' 'an' 'interesting' 'case' 'investigating' 'a' '(' 'near'
 ')' 'fatal' 'poisoning' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 0]
"['METHODS' ':' 'The' 'son' 'of' 'an' '84' '-' 'year' '-' 'old' 'male'
 'discovered' 'a' 'newspaper' 'report' 'stating' 'clinical' 'success'
 'with' 'plant' 'extracts' 'in' ""Alzheimer's"" 'disease' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0]
"['The' 'mode' 'of' 'action' 'was' 'said' 'to' 'be' 'comparable' 'to'
 'that' 'of' 'the' 'synthetic' 'compound' ""'"" 'carbamylcholin' ""';"" 'that'
 'is' ',' 'carbachol' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0]
"['He' 'bought' '25' 'g' 'of' 'carbachol' 'as' 'pure' 'substance' 'in' 'a'
 'pharmacy' ',' 'and' 'the' 'father' 'was' 'administered' '400' 'to' '500'
 'mg' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Carbachol' 'concentrations' 'in' 'serum' 'and' 'urine' 'on' 'day' '1'
 'and' '2' 'of' 'hospital' 'admission' 'were' 'analysed' 'by' 'HPLC' '-'
 'mass' 'spectrometry' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
